id,label,TYPE,CODE,ICAO,DESC,REGION,RUNWAYS,LONGEST,ELEVATION_FT,CONTINENT,COUNTRY_CODE,CITY,LATITUDE,LONGITUDE
23,airport,medium_airport,WKK,5A8,Aleknagik / New Airport,US-AK,1,2040,66,NA,US,Aleknagik,59,-159
36,airport,large_airport,HIR,AGGH,Honiara International Airport,SB-GU,1,7218,28,OC,SB,Honiara,-9,160
37,airport,medium_airport,MUA,AGGM,Munda Airport,SB-WE,1,4593,10,OC,SB,Munda,-8,157
48,airport,medium_airport,MAG,AYMD,Madang Airport,PG-MPM,1,5174,20,OC,PG,Madang,-5,146
49,airport,medium_airport,HGU,AYMH,Mount Hagen Kagamuga Airport,PG-WHM,2,7185,5388,OC,PG,Mount Hagen,-6,144
50,airport,medium_airport,MDU,AYMN,Mendi Airport,PG-SHM,1,4411,5680,OC,PG,Mendi,-6,144
52,airport,medium_airport,WWK,AYWK,Wewak International Airport,PG-ESW,1,5234,19,OC,PG,Wewak,-4,144
54,airport,medium_airport,INU,ANYN,Nauru International Airport,NR-14,1,7054,22,OC,NR,Yaren District,-1,167
55,airport,medium_airport,BUA,AYBK,Buka Airport,PG-NSB,1,5125,11,OC,PG,Buka Island,-5,155
59,airport,medium_airport,KMA,AYKM,Kerema Airport,PG-GPK,1,3044,10,OC,PG,Kerema,-8,146
77,airport,medium_airport,AHJ,AHJ,Hongyuan Airport,CN-51,1,11811,11600,AS,CN,Ngawa (Hongyuan),33,102
85,airport,medium_airport,PNP,AYGR,Girua Airport,PG-NPP,1,5485,311,OC,PG,Popondetta,-9,148
105,airport,medium_airport,CMU,AYCH,Chimbu Airport,PG-CPK,1,3330,4974,OC,PG,Kundiawa,-6,145
108,airport,medium_airport,GKA,AYGA,Goroka Airport,PG-EHG,2,5400,5282,OC,PG,Goronka,-6,145
115,airport,medium_airport,HKN,AYHK,Hoskins Airport,PG-WBK,1,6644,66,OC,PG,Kimbe,-5,150
125,airport,medium_airport,GUR,AYGN,Gurney Airport,PG-MBA,1,5546,88,OC,PG,Gurney,-10,150
128,airport,medium_airport,KVG,AYKV,Kavieng Airport,PG-NIK,1,5592,7,OC,PG,Kavieng,-3,151
131,airport,medium_airport,AXF,AXF,Alxa Left Banner Bayanhot Airport,CN-15,1,7874,4560,AS,CN,Bayanhot,39,106
133,airport,medium_airport,MAS,AYMO,Momote Airport,PG-MRL,1,6136,12,OC,PG,Manus Island,-2,147
137,airport,medium_airport,LAE,AYNZ,Nadzab Airport,PG-MPL,1,7999,239,OC,PG,Lae,-7,147
141,airport,large_airport,POM,AYPY,Port Moresby Jacksons International Airport,PG-NCD,2,9022,146,OC,PG,Port Moresby,-9,147
148,airport,medium_airport,VAI,AYVN,Vanimo Airport,PG-SAN,1,5775,10,OC,PG,Vanimo,-3,141
154,airport,medium_airport,DAU,AYDU,Daru Airport,PG-WPD,1,4593,20,OC,PG,Daru,-9,143
164,airport,medium_airport,RAB,AYTK,Tokua Airport,PG-EBR,1,5643,49,OC,PG,Kokopo,-4,152
171,airport,medium_airport,WBM,AYWD,Wapenamanda Airport,PG-EPW,1,5052,5889,OC,PG,Wapenamanda,-6,144
177,airport,medium_airport,JEG,BGAA,Aasiaat Airport,GL-QK,1,2621,74,NA,GL,Aasiaat,69,-53
178,airport,medium_airport,UAK,BGBW,Narsarsuaq Airport,GL-KU,1,6004,112,NA,GL,Narsarsuaq,61,-45
180,airport,medium_airport,GOH,BGGH,Nuuk Airport,GL-SE,2,3117,283,NA,GL,Nuuk,64,-52
183,airport,medium_airport,SFJ,BGSF,Kangerlussuaq Airport,GL-QA,1,9219,165,NA,GL,Kangerlussuaq,67,-51
184,airport,medium_airport,JHS,BGSS,Sisimiut Airport,GL-QA,1,2621,33,NA,GL,Sisimiut,67,-54
185,airport,medium_airport,THU,BGTL,Thule Air Base,GL-AV,2,9997,251,NA,GL,Pituffik,77,-69
188,airport,medium_airport,AEY,BIAR,Akureyri Airport,IS-6,1,7874,6,EU,IS,Akureyri,66,-18
191,airport,medium_airport,EGS,BIEG,Egilsstaðir Airport,IS-7,1,6562,76,EU,IS,Egilsstaðir,65,-14
194,airport,medium_airport,HFN,BIHN,Hornafjörður Airport,IS-8,1,4921,24,EU,IS,Höfn,64,-15
195,airport,medium_airport,IFJ,BIIS,Ísafjörður Airport,IS-4,1,4593,8,EU,IS,Ísafjörður,66,-23
196,airport,large_airport,KEF,BIKF,Keflavik International Airport,IS-2,2,10056,171,EU,IS,Reykjavík,64,-23
200,airport,medium_airport,RKV,BIRK,Reykjavik Airport,IS-1,3,5141,48,EU,IS,Reykjavik,64,-22
201,airport,medium_airport,SIJ,BISI,Siglufjörður Airport,IS-6,1,3556,10,EU,IS,Siglufjörður,66,-19
205,airport,medium_airport,VEY,BIVM,Vestmannaeyjar Airport,IS-8,2,3934,326,EU,IS,Vestmannaeyjar,63,-20
207,airport,medium_airport,PRN,BKPR,Priština Adem Jashari International Airport,XK-01,1,9974,1789,EU,XK,Prishtina,43,21
216,airport,medium_airport,BTZ,BTZ,Betong International Airport,TH-95,1,5906,761,AS,TH,Betong,6,101
220,airport,medium_airport,TXC,BY-0001,Orsha Airport - Balbasovo Air Base,BY-VI,1,9845,620,EU,BY,Orsha,54,30
221,airport,medium_airport,CZH,BZ-CZH,Corozal Municipal Airport,BZ-CZL,1,2198,40,NA,BZ,Corozal,18,-88
222,airport,medium_airport,PLJ,BZ-PLJ,Placencia Airport,BZ-SC,1,2133,3,NA,BZ,Placencia,17,-88
223,airport,medium_airport,SPR,BZ-SPR,John Greif II Airport,BZ-CY,1,,4,NA,BZ,San Pedro,18,-88
234,airport,medium_airport,YZA,CAZ5,Cache Creek-Ashcroft Regional Airport,CA-BC,1,3280,2034,NA,CA,Cache Creek,51,-121
249,airport,medium_airport,JAM,BG-JAM,Bezmer Air Base,BG-28,1,8193,509,EU,BG,Yambol,42,26
251,airport,medium_airport,KUS,BGKK,Kulusuk Airport,GL-SE,1,3934,117,NA,GL,Kulusuk,66,-37
253,airport,medium_airport,HZK,BIHU,Húsavík Airport,IS-6,1,5266,48,EU,IS,Húsavík,66,-17
257,airport,medium_airport,PND,BZ-PND,Punta Gorda Airport,BZ-TOL,1,2372,7,NA,BZ,Punta Gorda,16,-89
258,airport,medium_airport,SJX,BZ-SJX,Sartaneja Airport,BZ-CZL,1,2510,3,NA,BZ,Sartaneja,18,-88
260,airport,medium_airport,ZEL,CBBC,Bella Bella (Campbell Island) Airport,CA-BC,1,3700,141,NA,CA,Bella Bella,52,-128
282,airport,medium_airport,WCH,CL-0015,Nuevo Chaitén Airport,CL-LL,1,3937,95,SA,CL,Chaitén,-43,-73
285,airport,medium_airport,ZQZ,CN-0024,Zhangjiakou Ningyuan Airport,CN-13,1,8202,2347,AS,CN,Zhangjiakou,41,115
286,airport,medium_airport,LNJ,CN-0040,Lincang Boshang Airport,CN-53,1,7874,6230,AS,CN,Lincang,24,100
287,airport,medium_airport,RKZ,CN-0046,Xigaze Peace Airport / Shigatse Air Base,CN-54,2,16404,3782,AS,CN,Xigazê (Samzhubzê),29,89
288,airport,medium_airport,PZI,CN-0050,Panzhihua Bao'anying Airport,CN-51,1,9186,1620,AS,CN,Panzhihua (Renhe),27,102
289,airport,medium_airport,FUO,CN-0061,Foshan Shadi Airport,CN-44,1,9186,6,AS,CN,Foshan (Nanhai),23,113
291,airport,medium_airport,HUZ,CN-0068,Huizhou Pingtan Airport,CN-44,1,7874,50,AS,CN,Huizhou (Pingtan),23,115
292,airport,medium_airport,HSC,CN-0079,Shaoguan Danxia Airport,CN-44,1,9186,280,AS,CN,Shaoguan,25,113
293,airport,medium_airport,JGS,CN-0081,Jinggangshan Airport,CN-36,1,8530,281,AS,CN,Ji'an,27,115
294,airport,medium_airport,AEB,CN-0082,Baise Youjiang Airport,CN-45,1,8202,490,AS,CN,Baise (Tianyang),24,107
295,airport,medium_airport,AAT,CN-0113,Altay Xuedu Airport,CN-65,1,7218,2460,AS,CN,Altay,48,88
296,airport,medium_airport,THQ,CN-0130,Tianshui Maijishan Airport,CN-62,1,9186,3590,AS,CN,Tianshui (Maiji),35,106
299,airport,medium_airport,DDG,CN-0189,Dandong Langtou Airport,CN-21,1,8530,30,AS,CN,"Zhenxing, Dandong",40,124
301,airport,medium_airport,HQL,CN-0237,Tashikuergan Hongqilafu Airport,CN-65,1,12467,10499,AS,CN,Tashikuergan,38,75
302,airport,medium_airport,NTG,CN-NTG,Nantong Xingdong International Airport,CN-32,1,11155,16,AS,CN,Nantong,32,121
317,airport,medium_airport,YAC,CYAC,Cat Lake Airport,CA-ON,1,3900,1344,NA,CA,Cat Lake,52,-92
318,airport,medium_airport,YAG,CYAG,Fort Frances Municipal Airport,CA-ON,2,4500,1125,NA,CA,Fort Frances,49,-93
319,airport,medium_airport,YAM,CYAM,Sault Ste Marie Airport,CA-ON,2,6000,630,NA,CA,Sault Ste Marie,46,-85
320,airport,medium_airport,YKG,CYAS,Kangirsuk Airport,CA-QC,1,3521,403,NA,CA,Kangirsuk,60,-70
321,airport,medium_airport,YAT,CYAT,Attawapiskat Airport,CA-ON,1,3500,31,NA,CA,Attawapiskat,53,-82
322,airport,medium_airport,YAY,CYAY,St. Anthony Airport,CA-NL,1,4000,108,NA,CA,St. Anthony,51,-56
323,airport,medium_airport,YAZ,CYAZ,Tofino / Long Beach Airport,CA-BC,3,5000,80,NA,CA,Tofino,49,-126
325,airport,medium_airport,YBC,CYBC,Baie-Comeau Airport,CA-QC,1,6000,71,NA,CA,Baie-Comeau,49,-68
326,airport,medium_airport,YBY,CYBF,Bonnyville Airport,CA-AB,1,4433,1836,NA,CA,Bonnyville,54,-111
327,airport,medium_airport,YBG,CYBG,CFB Bagotville,CA-QC,2,10000,522,NA,CA,Bagotville,48,-71
328,airport,medium_airport,YBK,CYBK,Baker Lake Airport,CA-NU,1,4200,59,NA,CA,Baker Lake,64,-96
329,airport,medium_airport,YBL,CYBL,Campbell River Airport,CA-BC,1,6499,346,NA,CA,Campbell River,50,-125
330,airport,medium_airport,XTL,CYBQ,Tadoule Lake Airport,CA-MB,2,3200,923,NA,CA,Tadoule Lake,59,-99
331,airport,medium_airport,YBR,CYBR,Brandon Municipal Airport,CA-MB,3,6500,1343,NA,CA,Brandon,50,-100
332,airport,medium_airport,YBV,CYBV,Berens River Airport,CA-MB,1,2900,728,NA,CA,Berens River,52,-97
333,airport,medium_airport,YRF,CYCA,Cartwright Airport,CA-NL,1,2500,40,NA,CA,Cartwright,54,-57
334,airport,medium_airport,YCB,CYCB,Cambridge Bay Airport,CA-NU,1,5000,90,NA,CA,Cambridge Bay,69,-105
335,airport,medium_airport,YCC,CYCC,Cornwall Regional Airport,CA-ON,1,3500,175,NA,CA,Cornwall,45,-75
336,airport,medium_airport,YCE,CYCE,Centralia / James T. Field Memorial Aerodrome,CA-ON,2,5012,824,NA,CA,Huron Park,43,-82
337,airport,medium_airport,YCH,CYCH,Miramichi Airport,CA-NB,4,10006,108,NA,CA,Miramichi,47,-65
338,airport,medium_airport,YCL,CYCL,Charlo Airport,CA-NB,1,6000,132,NA,CA,Charlo,48,-66
339,airport,medium_airport,YCN,CYCN,Cochrane Airport,CA-ON,1,4500,861,NA,CA,Cochrane,49,-81
340,airport,medium_airport,YCO,CYCO,Kugluktuk Airport,CA-NU,1,5500,74,NA,CA,Kugluktuk,68,-115
341,airport,medium_airport,YCR,CYCR,Cross Lake (Charlie Sinclair Memorial) Airport,CA-MB,1,3990,709,NA,CA,Cross Lake,55,-98
342,airport,medium_airport,YCS,CYCS,Chesterfield Inlet Airport,CA-NU,1,3600,32,NA,CA,Chesterfield Inlet,63,-91
345,airport,medium_airport,YDB,CYDB,Burwash Airport,CA-YT,1,5000,2647,NA,CA,Burwash Landing,61,-139
347,airport,medium_airport,YDO,CYDO,Dolbeau St Felicien Airport,CA-QC,1,4971,372,NA,CA,Dolbeau-St-Félicien,49,-72
348,airport,medium_airport,YDQ,CYDQ,Dawson Creek Airport,CA-BC,1,5000,2148,NA,CA,Dawson Creek,56,-120
349,airport,large_airport,YEG,CYEG,Edmonton International Airport,CA-AB,2,11000,2373,NA,CA,Edmonton,53,-114
350,airport,medium_airport,YEK,CYEK,Arviat Airport,CA-NU,1,4000,32,NA,CA,Arviat,61,-94
351,airport,medium_airport,YEM,CYEM,Manitoulin East Municipal Airport,CA-ON,1,3500,869,NA,CA,Sheguiandah,46,-82
352,airport,medium_airport,YEN,CYEN,Estevan Airport,CA-SK,2,5000,1905,NA,CA,Estevan,49,-103
353,airport,medium_airport,YER,CYER,Fort Severn Airport,CA-ON,1,3500,48,NA,CA,Fort Severn,56,-88
354,airport,medium_airport,YEY,CYEY,Amos/Magny Airport,CA-QC,1,5000,1068,NA,CA,Amos,49,-78
355,airport,medium_airport,YFB,CYFB,Iqaluit Airport,CA-NU,1,8605,110,NA,CA,Iqaluit,64,-69
356,airport,medium_airport,YFH,CYFH,Fort Hope Airport,CA-ON,1,3500,899,NA,CA,Fort Hope,52,-88
357,airport,medium_airport,YFO,CYFO,Flin Flon Airport,CA-MB,1,5000,997,NA,CA,Flin Flon,55,-102
358,airport,medium_airport,YFR,CYFR,Fort Resolution Airport,CA-NT,1,4000,526,NA,CA,Fort Resolution,61,-114
359,airport,medium_airport,YMN,CYFT,Makkovik Airport,CA-NL,1,2500,234,NA,CA,Makkovik,55,-59
360,airport,medium_airport,YGK,CYGK,Kingston Norman Rogers Airport,CA-ON,2,5000,305,NA,CA,Kingston,44,-77
361,airport,medium_airport,YGL,CYGL,La Grande Rivière Airport,CA-QC,1,6500,639,NA,CA,La Grande Rivière,54,-78
362,airport,medium_airport,YGQ,CYGQ,Geraldton Greenstone Regional Airport,CA-ON,1,5000,1144,NA,CA,Geraldton,50,-87
363,airport,medium_airport,YGR,CYGR,Îles-de-la-Madeleine Airport,CA-QC,2,4500,35,NA,CA,Les Îles-de-la-Madeleine,47,-62
364,airport,medium_airport,YQC,CYHA,Quaqtaq Airport,CA-QC,1,3520,103,NA,CA,Quaqtaq,61,-70
366,airport,medium_airport,YHD,CYHD,Dryden Regional Airport,CA-ON,2,6000,1354,NA,CA,Dryden,50,-93
367,airport,medium_airport,YHE,CYHE,Hope Airport / FVRD Regional Airpark,CA-BC,1,3960,128,NA,CA,Hope,49,-121
368,airport,medium_airport,YHF,CYHF,Hearst René Fontaine Municipal Airport,CA-ON,1,4500,827,NA,CA,Hearst,50,-84
369,airport,medium_airport,YNS,CYHH,Nemiscau Airport,CA-QC,1,5000,802,NA,CA,Nemiscau,52,-76
370,airport,medium_airport,YHI,CYHI,Ulukhaktok Holman Airport,CA-NT,1,4300,117,NA,CA,Ulukhaktok,71,-118
371,airport,medium_airport,YHK,CYHK,Gjoa Haven Airport,CA-NU,1,4400,152,NA,CA,Gjoa Haven,69,-96
372,airport,medium_airport,YHT,CYHT,Haines Junction Airport,CA-YT,1,5000,2150,NA,CA,Haines Junction,61,-138
373,airport,medium_airport,YHY,CYHY,Hay River / Merlyn Carter Airport,CA-NT,2,6000,541,NA,CA,Hay River,61,-116
374,airport,large_airport,YHZ,CYHZ,Halifax / Stanfield International Airport,CA-NS,2,10500,477,NA,CA,Halifax,45,-64
375,airport,medium_airport,YIB,CYIB,Atikokan Municipal Airport,CA-ON,1,3500,1408,NA,CA,Atikokan,49,-92
376,airport,medium_airport,YDG,CYID,Digby / Annapolis Regional Airport,CA-NS,1,3950,499,NA,CA,Digby,45,-66
377,airport,medium_airport,YIV,CYIV,Island Lake Airport,CA-MB,1,4000,770,NA,CA,Island Lake,54,-95
378,airport,medium_airport,YJT,CYJT,Stephenville Airport,CA-NL,2,10000,84,NA,CA,Stephenville,49,-59
379,airport,medium_airport,YKA,CYKA,Kamloops John Moose Fulton Field Regional Airport,CA-BC,2,8000,1133,NA,CA,Kamloops,51,-120
380,airport,medium_airport,LAK,CYKD,Aklavik/Freddie Carmichael Airport,CA-NT,2,3000,23,NA,CA,Aklavik,68,-135
381,airport,medium_airport,YWB,CYKG,Kangiqsujuaq (Wakeham Bay) Airport,CA-QC,1,3511,501,NA,CA,Kangiqsujuaq,62,-72
382,airport,medium_airport,YKJ,CYKJ,Key Lake Airport,CA-SK,1,5200,1679,NA,CA,Key Lake,57,-106
384,airport,medium_airport,YKQ,CYKQ,Waskaganish Airport,CA-QC,1,3500,80,NA,CA,Waskaganish,51,-79
385,airport,medium_airport,YKZ,CYKZ,Buttonville Municipal Airport,CA-ON,2,3897,650,NA,CA,Toronto,44,-79
386,airport,medium_airport,YPJ,CYLA,Aupaluk Airport,CA-QC,2,3521,119,NA,CA,Aupaluk,59,-70
388,airport,medium_airport,YLH,CYLH,Lansdowne House Airport,CA-ON,1,3500,834,NA,CA,Lansdowne House,52,-88
389,airport,medium_airport,YLJ,CYLJ,Meadow Lake Airport,CA-SK,2,5000,1576,NA,CA,Meadow Lake,54,-109
392,airport,medium_airport,YMA,CYMA,Mayo Airport,CA-YT,1,4856,1653,NA,CA,Mayo,64,-136
393,airport,medium_airport,YMG,CYMG,Manitouwadge Airport,CA-ON,1,3600,1198,NA,CA,Manitouwadge,49,-86
394,airport,medium_airport,YMH,CYMH,Mary's Harbour Airport,CA-NL,1,2500,38,NA,CA,Mary's Harbour,52,-56
397,airport,medium_airport,QBC,CYBD,Bella Coola Airport,CA-BC,1,4200,117,NA,CA,Bella Coola,52,-127
398,airport,medium_airport,YDN,CYDN,Dauphin Barker Airport,CA-MB,3,5000,999,NA,CA,Dauphin,51,-100
399,airport,medium_airport,YSG,CYLK,Lutselk'e Airport,CA-NT,1,2996,596,NA,CA,Lutselk'e,62,-111
400,airport,medium_airport,YLL,CYLL,Lloydminster Airport,CA-AB,2,5577,2193,NA,CA,Lloydminster,53,-110
401,airport,medium_airport,YMJ,CYMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,CA-SK,3,8326,1892,NA,CA,Moose Jaw,50,-106
402,airport,medium_airport,YML,CYML,Charlevoix Airport,CA-QC,1,4500,977,NA,CA,Charlevoix,48,-70
403,airport,medium_airport,YMT,CYMT,Chapais Airport,CA-QC,1,6496,1270,NA,CA,Chibougamau,50,-75
404,airport,medium_airport,YUD,CYMU,Umiujaq Airport,CA-QC,1,3500,250,NA,CA,Umiujaq,57,-77
405,airport,medium_airport,YMX,CYMX,Montreal International (Mirabel) Airport,CA-QC,2,12000,270,NA,CA,Montréal,46,-74
406,airport,medium_airport,YNE,CYNE,Norway House Airport,CA-MB,1,3922,734,NA,CA,Norway House,54,-98
408,airport,medium_airport,YOH,CYOH,Oxford House Airport,CA-MB,2,3828,663,NA,CA,Oxford House,55,-95
409,airport,medium_airport,YOJ,CYOJ,High Level Airport,CA-AB,1,5000,1110,NA,CA,High Level,59,-117
410,airport,medium_airport,YOO,CYOO,Oshawa Executive Airport,CA-ON,2,4000,460,NA,CA,Oshawa,44,-79
411,airport,medium_airport,YOP,CYOP,Rainbow Lake Airport,CA-AB,1,4539,1759,NA,CA,Rainbow Lake,58,-119
412,airport,medium_airport,YOS,CYOS,Owen Sound / Billy Bishop Regional Airport,CA-ON,1,3932,1007,NA,CA,Owen Sound,45,-81
413,airport,medium_airport,YPC,CYPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,CA-NT,1,4000,15,NA,CA,Paulatuk,69,-124
414,airport,medium_airport,YPS,CYPD,Port Hawkesbury Airport,CA-NS,1,5000,377,NA,CA,Port Hawkesbury,46,-61
415,airport,medium_airport,YPE,CYPE,Peace River Airport,CA-AB,2,5000,1873,NA,CA,Peace River,56,-117
416,airport,medium_airport,YPH,CYPH,Inukjuak Airport,CA-QC,1,3500,83,NA,CA,Inukjuak,58,-78
417,airport,medium_airport,YPN,CYPN,Port Menier Airport,CA-QC,1,4886,167,NA,CA,Port-Menier,50,-64
418,airport,medium_airport,YPQ,CYPQ,Peterborough Municipal Airport,CA-ON,2,7000,628,NA,CA,Peterborough,44,-78
419,airport,medium_airport,YPR,CYPR,Prince Rupert Airport,CA-BC,1,6000,116,NA,CA,Prince Rupert,54,-130
420,airport,medium_airport,YPZ,CYPZ,Burns Lake Airport,CA-BC,1,5000,2343,NA,CA,Burns Lake,54,-126
421,airport,medium_airport,YQF,CYQF,Red Deer Regional Airport,CA-AB,2,7500,2968,NA,CA,Springbrook,52,-114
422,airport,medium_airport,YQL,CYQL,Lethbridge County Airport,CA-AB,2,6500,3048,NA,CA,Lethbridge,50,-113
423,airport,medium_airport,YQN,CYQN,Nakina Airport,CA-ON,3,3500,1057,NA,CA,Nakina,50,-87
424,airport,medium_airport,YQV,CYQV,Yorkton Municipal Airport,CA-SK,2,4800,1635,NA,CA,Yorkton,51,-102
425,airport,medium_airport,YQY,CYQY,Sydney / J.A. Douglas McCurdy Airport,CA-NS,2,7070,203,NA,CA,Sydney,46,-60
426,airport,medium_airport,YQZ,CYQZ,Quesnel Airport,CA-BC,1,5500,1789,NA,CA,Quesnel,53,-123
427,airport,medium_airport,YRB,CYRB,Resolute Bay Airport,CA-NU,1,6500,215,NA,CA,Resolute Bay,75,-95
428,airport,medium_airport,YRO,CYRO,Ottawa / Rockcliffe Airport,CA-ON,1,3300,188,NA,CA,Ottawa,45,-76
429,airport,medium_airport,YRQ,CYRQ,Trois-Rivières Airport,CA-QC,1,9006,199,NA,CA,Trois-Rivières,46,-73
430,airport,medium_airport,YRS,CYRS,Red Sucker Lake Airport,CA-MB,1,3555,729,NA,CA,Red Sucker Lake,54,-94
431,airport,medium_airport,YRV,CYRV,Revelstoke Airport,CA-BC,1,4800,1459,NA,CA,Revelstoke,51,-118
433,airport,medium_airport,YSF,CYSF,Stony Rapids Airport,CA-SK,1,5050,805,NA,CA,Stony Rapids,59,-106
434,airport,medium_airport,YSJ,CYSJ,Saint John Airport,CA-NB,2,7000,357,NA,CA,Saint John,45,-66
435,airport,medium_airport,YSL,CYSL,Saint-Léonard Airport,CA-NB,1,4000,793,NA,CA,Saint-Léonard,47,-68
436,airport,medium_airport,YSP,CYSP,Marathon Airport,CA-ON,1,3933,1035,NA,CA,Marathon,49,-86
437,airport,medium_airport,YSY,CYSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,CA-NT,1,4000,282,NA,CA,Sachs Harbour,72,-125
438,airport,medium_airport,YTA,CYTA,Pembroke Airport,CA-ON,1,5000,529,NA,CA,Pembroke,46,-77
439,airport,medium_airport,YTF,CYTF,Alma Airport,CA-QC,1,4300,445,NA,CA,Alma,49,-72
440,airport,medium_airport,YTH,CYTH,Thompson Airport,CA-MB,2,5800,729,NA,CA,Thompson,56,-98
441,airport,medium_airport,YTL,CYTL,Big Trout Lake Airport,CA-ON,1,3900,729,NA,CA,Big Trout Lake,54,-90
442,airport,medium_airport,YTQ,CYTQ,Tasiujaq Airport,CA-QC,1,3519,122,NA,CA,Tasiujaq,59,-70
443,airport,medium_airport,YTR,CYTR,CFB Trenton,CA-ON,2,10000,283,NA,CA,Trenton,44,-78
444,airport,medium_airport,YTS,CYTS,Timmins/Victor M. Power,CA-ON,2,6000,967,NA,CA,Timmins,49,-81
445,airport,medium_airport,YTZ,CYTZ,Billy Bishop Toronto City Centre Airport,CA-ON,3,3988,252,NA,CA,Toronto,44,-79
446,airport,large_airport,YUL,CYUL,Montreal / Pierre Elliott Trudeau International Airport,CA-QC,3,11000,118,NA,CA,Montréal,45,-74
447,airport,medium_airport,YUY,CYUY,Rouyn Noranda Airport,CA-QC,1,7485,988,NA,CA,Rouyn-Noranda,48,-79
448,airport,medium_airport,YVP,CYVP,Kuujjuaq Airport,CA-QC,2,6000,129,NA,CA,Kuujjuaq,58,-68
449,airport,medium_airport,YVQ,CYVQ,Norman Wells Airport,CA-NT,1,5997,238,NA,CA,Norman Wells,65,-127
450,airport,large_airport,YVR,CYVR,Vancouver International Airport,CA-BC,4,11500,14,NA,CA,Vancouver,49,-123
451,airport,medium_airport,YXC,CYXC,Cranbrook/Canadian Rockies International Airport,CA-BC,1,6000,3082,NA,CA,Cranbrook,50,-116
452,airport,medium_airport,YXN,CYXN,Whale Cove Airport,CA-NU,1,4000,40,NA,CA,Whale Cove,62,-93
453,airport,large_airport,YXS,CYXS,Prince George Airport,CA-BC,3,11450,2267,NA,CA,Prince George,54,-123
454,airport,medium_airport,YXU,CYXU,London Airport,CA-ON,2,8800,912,NA,CA,London,43,-81
455,airport,large_airport,YXX,CYXX,Abbotsford International Airport,CA-BC,3,9600,195,NA,CA,Abbotsford,49,-122
456,airport,medium_airport,YXZ,CYXZ,Wawa Airport,CA-ON,1,4429,942,NA,CA,Wawa,48,-85
457,airport,large_airport,YYC,CYYC,Calgary International Airport,CA-AB,4,14000,3557,NA,CA,Calgary,51,-114
458,airport,medium_airport,YYE,CYYE,Fort Nelson Airport,CA-BC,3,6400,1253,NA,CA,Fort Nelson,59,-123
459,airport,medium_airport,YYF,CYYF,Penticton Airport,CA-BC,1,6000,1129,NA,CA,Penticton,49,-120
460,airport,medium_airport,YYH,CYYH,Taloyoak Airport,CA-NU,1,4020,92,NA,CA,Taloyoak,70,-94
462,airport,medium_airport,YYQ,CYYQ,Churchill Airport,CA-MB,2,9200,94,NA,CA,Churchill,59,-94
463,airport,large_airport,YYT,CYYT,St. John's International Airport,CA-NL,3,8502,461,NA,CA,St. John's,48,-53
464,airport,medium_airport,YYU,CYYU,Kapuskasing Airport,CA-ON,2,5500,743,NA,CA,Kapuskasing,49,-82
465,airport,medium_airport,YYW,CYYW,Armstrong Airport,CA-ON,2,4000,1058,NA,CA,Armstrong,50,-89
466,airport,medium_airport,YZE,CYZE,Gore Bay Manitoulin Airport,CA-ON,1,4900,623,NA,CA,Gore Bay,46,-83
467,airport,medium_airport,YZH,CYZH,Slave Lake Airport,CA-AB,1,5561,1912,NA,CA,Slave Lake,55,-115
468,airport,medium_airport,YZP,CYZP,Sandspit Airport,CA-BC,1,5120,21,NA,CA,Sandspit,53,-132
469,airport,medium_airport,YZV,CYZV,Sept-Îles Airport,CA-QC,3,6552,180,NA,CA,Sept-Îles,50,-66
470,airport,medium_airport,YZX,CYZX,CFB Greenwood,CA-NS,2,8000,92,NA,CA,Greenwood,45,-65
471,airport,medium_airport,YSN,CZAM,Shuswap Regional Airport,CA-BC,1,4260,1751,NA,CA,Salmon Arm,51,-119
472,airport,medium_airport,ILF,CZBD,Ilford Airport,CA-MB,1,3000,642,NA,CA,Ilford,56,-96
474,airport,medium_airport,ZJG,CZJG,Jenpeg Airport,CA-MB,1,3800,729,NA,CA,Jenpeg,55,-98
476,airport,medium_airport,ZKE,CZKE,Kashechewan Airport,CA-ON,1,3500,35,NA,CA,Kashechewan,52,-82
477,airport,medium_airport,YTD,CZLQ,Thicket Portage Airport,CA-MB,1,2220,678,NA,CA,Thicket Portage,55,-98
478,airport,medium_airport,MSA,CZMD,Muskrat Dam Airport,CA-ON,1,3500,911,NA,CA,Muskrat Dam,53,-92
479,airport,medium_airport,PIW,CZMN,Pikwitonei Airport,CA-MB,1,2200,630,NA,CA,Pikwitonei,56,-97
480,airport,medium_airport,ZMT,CZMT,Masset Airport,CA-BC,1,5000,25,NA,CA,Masset,54,-132
482,airport,medium_airport,ZSJ,CZSJ,Sandy Lake Airport,CA-ON,1,3500,951,NA,CA,Sandy Lake,53,-93
484,airport,medium_airport,XLB,CZWH,Lac Brochet Airport,CA-MB,1,3500,1211,NA,CA,Lac Brochet,59,-101
485,airport,medium_airport,ZWL,CZWL,Wollaston Lake Airport,CA-SK,1,3800,1360,NA,CA,Wollaston Lake,58,-103
486,airport,medium_airport,BJA,DAAE,Soummam–Abane Ramdane Airport,DZ-06,1,7874,20,AF,DZ,Béjaïa,37,5
487,airport,large_airport,ALG,DAAG,Houari Boumediene Airport,DZ-16,2,11483,82,AF,DZ,Algiers,37,3
